Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Team Success (xG) On-Off,Matches
3323,Daniele Verde,ITA,"FW,MF",Spezia,Serie A,26,1996,25,998,40,29.2,11.1,11,62,0,14,23,7,0.58,8,20,-12,-1.08,-0.38,14.5,18.8,-4.3,-0.39,0.12,Matches
3324,Simone Verdi,ITA,"MF,FW",Hellas Verona,Serie A,30,1992,24,1096,46,32.0,12.2,12,70,2,12,21,6,0.92,10,20,-10,-0.82,-0.12,13.0,16.2,-3.2,-0.27,0.15,Matches
3325,Gonzalo Verdú,ESP,DF,Elche,La Liga,33,1988,16,703,44,20.6,7.8,9,65,3,7,17,15,0.88,4,12,-8,-1.02,-0.06,5.1,11.8,-6.6,-0.85,0.01,Matches
3326,Jordan Veretout,FRA,MF,Marseille,Ligue 1,29,1993,38,2863,75,83.7,31.8,31,86,24,7,27,0,1.92,55,31,24,0.75,0.27,54.5,34.1,20.4,0.64,0.25,Matches
3327,Marco Verratti,ITA,MF,Paris S-G,Ligue 1,29,1992,29,2194,76,64.2,24.4,27,80,14,2,21,0,2.21,59,26,33,1.35,0.18,55.0,31.1,23.9,0.98,0.54,Matches
3328,Valerio Verre,ITA,MF,Sampdoria,Serie A,28,1994,18,677,38,19.8,7.5,6,61,0,12,26,0,0.5,3,12,-9,-1.2,0.05,6.7,13.1,-6.3,-0.84,0.01,Matches
3329,Giovani Versini,FRA,FW,Clermont Foot,Ligue 1,18,2004,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3330,Freddie Veseli,ALB,DF,Salernitana,Serie A,29,1992,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3331,Mikel Vesga,ESP,MF,Athletic Club,La Liga,29,1993,36,2575,72,75.3,28.6,28,86,21,8,22,0,1.33,32,30,2,0.07,-0.14,40.2,26.5,13.6,0.48,0.09,Matches
3332,Jannik Vestergaard,DEN,DF,Leicester City,Premier League,29,1992,0,0,0,0.0,0.0,0,0,0,0,0,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3333,Guglielmo Vicario,ITA,GK,Empoli,Serie A,25,1996,31,2783,90,81.4,30.9,31,90,30,0,0,0,1.26,34,39,-5,-0.16,0.83,31.9,48.7,-16.7,-0.54,-0.16,Matches
3334,Pau Victor Delgado,ESP,FW,Girona,La Liga,20,2001,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3335,João Victor,BRA,DF,Nantes,Ligue 1,24,1998,13,842,65,24.6,9.4,9,80,7,4,31,4,0.92,9,16,-7,-0.75,-0.36,10.3,16.5,-6.2,-0.66,-0.54,Matches
3336,Aleix Vidal,ESP,"MF,FW",Espanyol,La Liga,32,1989,25,1025,41,30.0,11.4,10,66,1,15,25,6,1.16,18,19,-1,-0.09,0.51,17.5,15.5,2.0,0.18,0.69,Matches
3337,Clément Vidal,FRA,"DF,MF",Ajaccio,Ligue 1,22,2000,26,1901,73,55.6,21.1,21,88,17,5,11,8,0.65,11,47,-36,-1.7,-0.82,17.8,32.8,-15.0,-0.71,-0.55,Matches
3338,Nacho Vidal,ESP,DF,Osasuna,La Liga,27,1995,20,1247,62,36.5,13.9,15,76,8,5,23,4,1.5,10,15,-5,-0.36,-0.36,13.7,12.6,1.1,0.08,0.38,Matches
3339,Gabriel Vidovic,CRO,FW,Bayern Munich,Bundesliga,18,2003,1,19,19,0.6,0.2,0,0,0,1,19,0,3.0,1,0,1,4.74,3.17,0.1,0.3,-0.2,-0.76,-1.89,Matches
3340,Fabio Vieira,POR,"MF,FW",Arsenal,Premier League,22,2000,22,514,23,15.0,5.7,3,76,0,19,15,14,2.09,13,5,8,1.4,0.25,12.1,5.0,7.2,1.26,0.55,Matches
3341,Ronaldo Vieira,ENG,MF,Torino,Serie A,24,1998,2,16,8,0.5,0.2,0,0,0,2,8,6,3.0,0,0,0,0.0,-0.03,0.2,0.1,0.1,0.49,0.44,Matches
3342,Ronaldo Vieira,ENG,MF,Sampdoria,Serie A,24,1998,16,815,51,23.8,9.1,8,75,2,8,27,4,0.38,3,16,-13,-1.44,-0.26,7.2,16.1,-8.9,-0.98,-0.18,Matches
3343,Emanuel Vignato,ITA,"MF,FW",Bologna,Serie A,21,2000,8,242,30,7.1,2.7,2,53,0,6,23,7,0.63,2,4,-2,-0.74,-0.91,3.6,4.0,-0.3,-0.12,0.01,Matches
3344,Emanuel Vignato,ITA,"MF,FW",Empoli,Serie A,21,2000,5,57,11,1.7,0.6,0,0,0,5,11,13,0.4,2,2,0,0.0,0.32,1.7,1.6,0.1,0.21,0.74,Matches
3345,Samuele Vignato,ITA,"MF,FW",Monza,Serie A,18,2004,5,62,12,1.8,0.7,0,0,0,5,12,27,2.0,1,1,0,0.0,0.11,2.7,1.1,1.6,2.42,2.6,Matches
3346,Tonny Vilhena,NED,MF,Salernitana,Serie A,27,1995,33,2265,69,66.2,25.2,27,76,9,6,33,4,1.12,28,44,-16,-0.64,-0.79,22.9,45.8,-22.8,-0.91,-0.31,Matches
3347,Lorenzo Villa,ITA,DF,Sampdoria,Serie A,19,2003,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3348,Toni Villa,ESP,MF,Valladolid,La Liga,27,1995,2,91,46,2.7,1.0,1,61,0,1,30,1,0.0,0,3,-3,-2.97,-2.24,0.9,2.5,-1.6,-1.57,-0.9,Matches
3349,Toni Villa,ESP,"MF,FW",Girona,La Liga,27,1995,24,895,37,26.2,9.9,12,56,0,12,18,2,1.33,16,10,6,0.6,0.71,16.9,10.6,6.3,0.63,1.02,Matches
3350,Daniel Villahermosa,ESP,MF,Espanyol,La Liga,21,2001,0,0,0,0.0,0.0,0,0,0,0,0,10,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3351,Asier Villalibre,ESP,FW,Athletic Club,La Liga,24,1997,5,97,19,2.8,1.1,1,56,0,4,10,13,1.6,2,0,2,1.86,1.8,3.0,0.7,2.3,2.14,1.73,Matches
3352,Gonzalo Villar,ESP,MF,Sampdoria,Serie A,24,1998,15,696,46,20.4,7.7,8,64,1,7,26,2,0.4,5,14,-9,-1.16,0.09,6.5,12.1,-5.6,-0.73,0.15,Matches
3353,Gonzalo Villar,ESP,MF,Getafe,La Liga,24,1998,16,457,29,13.4,5.1,3,60,0,13,21,5,0.88,4,5,-1,-0.2,0.11,6.7,7.8,-1.1,-0.21,0.04,Matches
3354,Iván Villar,ESP,GK,Celta Vigo,La Liga,25,1997,19,1710,90,50.0,19.0,19,90,19,0,0,19,1.21,25,24,1,0.05,0.63,21.5,25.9,-4.3,-0.23,-0.31,Matches
3355,Matías Viña,URU,DF,Bournemouth,Premier League,24,1997,12,458,38,13.4,5.1,5,70,2,7,16,4,1.25,5,10,-5,-0.98,-0.1,6.0,7.7,-1.7,-0.33,0.39,Matches
3356,Matías Viña,URU,DF,Roma,Serie A,24,1997,3,55,18,1.6,0.6,1,45,0,2,5,17,2.0,1,1,0,0.0,-0.32,1.3,0.3,1.0,1.72,1.07,Matches
3357,Rúben Vinagre,POR,"DF,MF",Everton,Premier League,23,1999,2,26,13,0.8,0.3,0,0,0,2,13,19,0.5,0,0,0,0.0,0.61,0.1,0.3,-0.3,-0.88,-0.35,Matches
3358,Carlos Vinícius,BRA,FW,Fulham,Premier League,27,1995,28,1109,40,32.4,12.3,11,85,7,17,10,5,1.29,18,20,-2,-0.16,-0.32,11.7,23.7,-12.0,-0.97,-0.75,Matches
3359,Alan Virginius,FRA,FW,Lille,Ligue 1,19,2003,15,258,17,7.5,2.9,1,68,0,14,14,12,1.33,5,6,-1,-0.35,-0.98,6.5,2.9,3.6,1.25,0.55,Matches
3360,Ricardo Visus,ESP,DF,Betis,La Liga,21,2001,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3361,Mattia Viti,ITA,DF,Nice,Ligue 1,20,2002,9,634,70,18.5,7.0,7,86,6,2,17,18,1.33,7,11,-4,-0.57,-1.05,9.2,7.4,1.8,0.25,-0.1,Matches
3362,Vitinha,POR,FW,Marseille,Ligue 1,22,2000,14,464,33,13.6,5.2,5,61,1,9,17,3,1.43,7,8,-1,-0.19,-1.05,11.2,4.3,7.0,1.35,0.87,Matches
3363,Vitinha,POR,MF,Paris S-G,Ligue 1,22,2000,36,2446,68,71.5,27.2,29,77,8,7,31,1,2.25,58,28,30,1.1,-0.65,54.0,34.2,19.8,0.73,-0.21,Matches
3364,Daniel Vivian,ESP,DF,Athletic Club,La Liga,23,1999,29,2376,82,69.5,26.4,26,90,25,3,12,4,1.31,28,24,4,0.15,0.15,35.4,24.7,10.7,0.4,-0.17,Matches
3365,Dušan Vlahović,SRB,FW,Juventus,Serie A,22,2000,27,1925,71,56.3,21.4,22,83,11,5,19,1,1.81,34,20,14,0.65,0.11,31.0,24.9,6.1,0.29,-0.17,Matches
3366,Nikola Vlašić,CRO,"FW,MF",West Ham,Premier League,24,1997,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3367,Nikola Vlašić,CRO,"MF,FW",Torino,Serie A,24,1997,34,2728,80,79.8,30.3,29,87,23,5,42,0,1.35,33,30,3,0.1,0.36,33.6,33.7,-0.2,-0.01,-0.26,Matches
3368,Joel Voelkerling Persson,SWE,"FW,MF",Lecce,Serie A,19,2003,9,99,11,2.9,1.1,0,0,0,9,11,22,0.56,0,2,-2,-1.82,-1.52,1.2,1.1,0.0,0.02,0.19,Matches
3369,Andreas Voglsammer,GER,"FW,MF",Union Berlin,Bundesliga,30,1992,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3370,Kevin Vogt,GER,DF,Hoffenheim,Bundesliga,30,1991,22,1775,81,58.0,19.7,22,81,16,0,0,0,1.27,29,27,2,0.1,0.87,30.1,26.4,3.8,0.19,0.67,Matches
3371,Robin Voisine,FRA,DF,Nantes,Ligue 1,20,2002,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3372,Mërgim Vojvoda,KVX,DF,Torino,Serie A,27,1995,29,1719,59,50.3,19.1,18,81,12,11,24,6,1.45,24,21,3,0.16,0.26,23.1,18.8,4.3,0.22,0.35,Matches
3373,Kevin Volland,GER,"FW,MF",Monaco,Ligue 1,30,1992,17,639,38,18.7,7.1,7,66,0,10,18,5,1.59,12,12,0,0.0,-0.39,11.1,9.6,1.5,0.21,-0.03,Matches
3374,Cristian Volpato,ITA,MF,Roma,Serie A,18,2003,7,227,32,6.6,2.5,2,59,0,5,22,27,0.86,3,0,3,1.19,0.94,3.0,1.8,1.2,0.48,-0.19,Matches
3375,Lukáš Vorlický,CZE,"MF,FW",Atalanta,Serie A,20,2002,3,24,8,0.7,0.3,0,0,0,3,8,5,0.33,1,1,0,0.0,-0.48,0.6,0.4,0.2,0.67,0.24,Matches
3376,Aster Vranckx,BEL,MF,Milan,Serie A,19,2002,9,240,27,7.0,2.7,2,82,1,7,11,24,2.11,4,3,1,0.37,-0.19,4.2,3.1,1.1,0.42,-0.04,Matches
3377,Aster Vranckx,BEL,MF,Wolfsburg,Bundesliga,19,2002,1,8,8,0.3,0.1,0,0,0,1,8,1,0.0,0,0,0,0.0,-0.27,0.1,0.1,0.0,-0.24,-0.25,Matches
3378,Stefan de Vrij,NED,DF,Inter,Serie A,30,1992,27,1945,72,56.9,21.6,22,85,18,5,15,11,1.74,41,25,16,0.74,-0.05,37.8,20.5,17.3,0.8,-0.07,Matches
3379,Maxime Wackers,FRA,DF,Lorient,Ligue 1,24,1998,0,0,0,0.0,0.0,0,0,0,0,0,12,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3380,Sebastian Wade,ESP,DF,Torino,Serie A,19,2003,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3381,Ethan Wady,ENG,GK,Chelsea,Premier League,20,2002,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3382,Robert Wagner,GER,MF,Freiburg,Bundesliga,19,2003,4,38,10,1.2,0.4,0,0,0,4,10,8,2.25,1,2,-1,-2.37,-2.61,2.2,1.7,0.5,1.18,1.22,Matches
3383,Elye Wahi,FRA,FW,Montpellier,Ligue 1,19,2003,33,2513,76,73.5,27.9,29,81,9,4,43,0,1.3,46,43,3,0.11,0.11,36.3,41.9,-5.6,-0.2,0.24,Matches
3384,Walace,BRA,MF,Udinese,Serie A,27,1995,37,3190,86,93.3,35.4,37,86,28,0,0,0,1.24,42,44,-2,-0.06,-0.45,43.1,49.4,-6.3,-0.18,-0.74,Matches
3385,Theo Walcott,ENG,"FW,MF",Southampton,Premier League,33,1989,20,1129,56,33.0,12.5,13,72,2,7,28,9,0.55,15,30,-15,-1.2,-0.33,13.7,24.5,-10.8,-0.86,-0.37,Matches
3386,Luca Waldschmidt,GER,"FW,MF",Wolfsburg,Bundesliga,26,1996,18,523,29,17.1,5.8,4,61,0,14,20,12,1.28,11,12,-1,-0.17,-0.53,9.9,11.4,-1.5,-0.26,-0.32,Matches
3387,Kyle Walker,ENG,DF,Manchester City,Premier League,32,1990,27,1958,73,57.3,21.8,22,85,18,5,19,5,2.37,54,20,34,1.56,-0.1,44.9,20.4,24.5,1.13,-0.23,Matches
3388,Kyle Walker-Peters,ENG,DF,Southampton,Premier League,25,1997,31,2650,85,77.5,29.4,30,88,26,1,20,1,0.68,31,58,-27,-0.92,0.25,29.7,50.3,-20.6,-0.7,-0.39,Matches
3389,Reuell Walters,ENG,DF,Arsenal,Premier League,17,2004,0,0,0,0.0,0.0,0,0,0,0,0,8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3390,Sebastian Walukiewicz,POL,DF,Empoli,Serie A,22,2000,11,603,55,17.6,6.7,6,80,5,5,24,21,1.27,8,9,-1,-0.15,0.2,8.0,11.9,-3.9,-0.59,-0.09,Matches
3391,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,Premier League,24,1997,19,1435,76,42.0,15.9,16,87,12,3,15,7,2.21,28,10,18,1.13,1.26,35.0,19.3,15.7,0.98,0.91,Matches
3392,Paul Wanner,GER,MF,Bayern Munich,Bundesliga,16,2005,2,25,13,0.8,0.3,0,0,0,2,13,8,3.0,0,1,-1,-3.6,-5.23,0.2,0.2,0.0,0.04,-1.08,Matches
3393,Danny Ward,WAL,GK,Leicester City,Premier League,29,1993,26,2340,90,68.4,26.0,26,90,26,0,0,9,0.92,37,46,-9,-0.35,0.32,32.9,43.1,-10.1,-0.39,-0.17,Matches
3394,Joel Ward,ENG,DF,Crystal Palace,Premier League,32,1989,28,2256,81,66.0,25.1,24,89,22,4,30,7,1.36,34,35,-1,-0.04,0.58,28.6,31.3,-2.7,-0.11,0.37,Matches
3395,James Ward-Prowse,ENG,MF,Southampton,Premier League,27,1994,38,3371,89,98.6,37.5,38,89,36,0,0,0,0.66,36,72,-36,-0.96,0.88,37.5,59.8,-22.3,-0.6,1.15,Matches
3396,Lewis Warrington,ENG,MF,Everton,Premier League,19,2002,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3397,Ollie Watkins,ENG,FW,Aston Villa,Premier League,26,1995,37,3127,85,91.4,34.7,36,86,26,1,25,0,1.57,47,40,7,0.2,0.82,44.8,47.1,-2.3,-0.07,-0.08,Matches
3398,Timothy Weah,USA,"DF,FW",Lille,Ligue 1,22,2000,29,1748,60,51.1,19.4,18,82,9,11,25,1,1.86,30,18,12,0.62,0.13,33.8,17.1,16.6,0.86,0.23,Matches
3399,Adam Webster,ENG,DF,Brighton,Premier League,27,1995,27,1985,74,58.0,22.1,23,85,17,4,7,4,1.74,41,27,14,0.63,0.32,43.8,24.9,18.8,0.85,0.58,Matches
3400,Wout Weghorst,NED,"FW,MF",Manchester Utd,Premier League,29,1992,17,797,47,23.3,8.9,10,67,3,7,18,3,1.65,11,11,0,0.0,-0.51,15.4,14.7,0.7,0.07,-0.5,Matches
3401,Victor Wehbi,BRA,GK,Cádiz,La Liga,19,2002,0,0,0,0.0,0.0,0,0,0,0,0,17,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3402,Julian Weigl,GER,MF,M'Gladbach,Bundesliga,26,1995,23,1894,82,61.9,21.0,21,88,18,2,19,1,1.26,38,35,3,0.14,0.61,31.8,35.0,-3.2,-0.15,-0.29,Matches
3403,Nelson Weiper,GER,"FW,DF",Mainz 05,Bundesliga,17,2005,9,99,11,3.2,1.1,0,0,0,9,11,7,1.22,5,4,1,0.91,0.97,3.8,4.6,-0.8,-0.72,-0.55,Matches
3404,Mitchell Weiser,GER,"DF,FW",Werder Bremen,Bundesliga,28,1994,30,2516,84,82.2,28.0,29,86,23,1,23,0,1.0,42,56,-14,-0.5,-0.67,34.1,43.8,-9.7,-0.35,0.0,Matches
3405,Noah Weißhaupt,GER,"MF,DF",Freiburg,Bundesliga,20,2001,18,427,24,14.0,4.7,3,64,0,15,16,14,1.5,5,6,-1,-0.21,-0.48,6.2,7.8,-1.5,-0.32,-0.35,Matches
3406,Shon Weissman,ISR,FW,Valladolid,La Liga,26,1996,15,747,50,21.8,8.3,6,74,1,9,34,1,1.07,5,13,-8,-0.96,-0.22,6.1,14.6,-8.5,-1.03,-0.43,Matches
3407,Danny Welbeck,ENG,FW,Brighton,Premier League,31,1990,31,1854,60,54.2,20.6,21,76,7,10,26,1,1.68,36,28,8,0.39,-0.24,37.2,26.2,11.0,0.53,-0.16,Matches
3408,Reece Welch,ENG,DF,Everton,Premier League,18,2003,0,0,0,0.0,0.0,0,0,0,0,0,5,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3409,Maxwell Wellings,ENG,DF,Bournemouth,Premier League,17,2005,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3410,Jack Wells-Morrison,ENG,MF,Crystal Palace,Premier League,18,2004,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3411,Marcel Wenig,GER,MF,Eint Frankfurt,Bundesliga,18,2004,1,4,4,0.1,0.0,0,0,0,1,4,10,3.0,0,0,0,0.0,-0.18,0.0,0.0,0.0,0.0,-0.25,Matches
3412,Axel Werner,ARG,GK,Elche,La Liga,26,1996,2,180,90,5.3,2.0,2,90,2,0,0,36,0.0,1,4,-3,-1.5,-0.56,1.7,3.0,-1.3,-0.66,0.21,Matches
3413,Timo Werner,GER,"FW,MF",RB Leipzig,Bundesliga,26,1996,27,1937,72,63.3,21.5,23,80,8,4,26,0,1.81,35,23,12,0.56,-0.32,34.4,21.8,12.5,0.58,-0.45,Matches
3414,Ben White,ENG,DF,Arsenal,Premier League,24,1997,38,3055,80,89.3,33.9,36,83,21,2,27,0,2.21,80,35,45,1.33,1.33,63.3,36.7,26.7,0.79,-0.01,Matches
3415,Harvey White,ENG,MF,Tottenham,Premier League,20,2001,1,5,5,0.1,0.1,0,0,0,1,5,2,3.0,0,0,0,0.0,-0.18,0.0,0.0,0.0,0.52,0.33,Matches
3416,Joseph Whitworth,ENG,GK,Crystal Palace,Premier League,18,2004,2,180,90,5.3,2.0,2,90,2,0,0,12,0.0,1,5,-4,-2.0,-1.86,1.9,2.2,-0.2,-0.11,0.13,Matches
3417,George Wickens,ENG,GK,Fulham,Premier League,20,2001,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3418,Silvan Widmer,SUI,DF,Mainz 05,Bundesliga,29,1993,26,1688,65,55.2,18.8,19,81,10,7,21,0,1.38,28,29,-1,-0.05,-0.05,27.6,27.1,0.4,0.02,0.48,Matches
3419,Mateusz Wieteska,POL,DF,Clermont Foot,Ligue 1,25,1997,35,3117,89,91.1,34.6,35,89,32,0,0,0,1.49,40,47,-7,-0.2,-1.09,42.5,53.9,-11.4,-0.33,-0.53,Matches
3420,Georginio Wijnaldum,NED,MF,Roma,Serie A,31,1990,14,769,55,22.5,8.5,10,74,4,4,9,2,1.71,14,9,5,0.59,0.35,14.2,8.3,6.0,0.7,0.04,Matches
3421,Brandon Williams,ENG,DF,Manchester Utd,Premier League,21,2000,0,0,0,0.0,0.0,0,0,0,0,0,7,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3422,Iñaki Williams,GHA,FW,Athletic Club,La Liga,28,1994,36,2836,79,82.9,31.5,34,82,15,2,25,0,1.33,37,35,2,0.06,-0.24,44.2,28.7,15.5,0.49,0.21,Matches
3423,Neco Williams,WAL,DF,Nott'ham Forest,Premier League,21,2001,31,1882,61,55.0,20.9,20,85,15,11,16,2,0.94,18,41,-23,-1.1,-0.69,22.6,38.8,-16.2,-0.77,-0.26,Matches
3424,Nico Williams,ESP,FW,Athletic Club,La Liga,20,2002,36,2656,74,77.7,29.5,32,79,9,4,30,0,1.42,43,30,13,0.44,1.5,42.6,26.7,15.9,0.54,0.38,Matches
3425,Rhys Williams,ENG,DF,Liverpool,Premier League,21,2001,0,0,0,0.0,0.0,0,0,0,0,0,2,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3426,Willian,BRA,FW,Fulham,Premier League,33,1988,27,2126,79,62.2,23.6,25,82,6,2,38,0,1.63,39,22,17,0.72,1.76,32.3,34.6,-2.2,-0.09,0.97,Matches
3427,Joe Willock,ENG,MF,Newcastle Utd,Premier League,22,1999,35,2558,73,74.8,28.4,31,79,8,4,28,0,1.97,56,26,30,1.06,0.53,53.4,29.1,24.3,0.85,0.01,Matches
3428,Callum Wilson,ENG,FW,Newcastle Utd,Premier League,30,1992,31,1877,61,54.9,20.9,21,76,2,10,28,1,1.97,44,16,28,1.34,0.93,41.1,22.0,19.1,0.92,0.14,Matches
3429,Harry Wilson,WAL,FW,Fulham,Premier League,25,1997,29,1100,38,32.2,12.2,13,69,1,16,13,1,1.31,21,15,6,0.49,0.65,15.5,21.0,-5.4,-0.44,0.03,Matches
3430,Josh Wilson-Esbrand,ENG,DF,Manchester City,Premier League,19,2002,0,0,0,0.0,0.0,0,0,0,0,0,8,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3431,Patrick Wimmer,AUT,"FW,MF",Wolfsburg,Bundesliga,21,2001,26,1648,63,53.9,18.3,23,69,1,3,21,0,1.58,34,26,8,0.44,0.37,28.6,25.1,3.4,0.19,0.4,Matches
3432,Jonas Wind,DEN,FW,Wolfsburg,Bundesliga,23,1999,24,1291,54,42.2,14.3,15,75,3,9,18,1,1.54,26,18,8,0.56,0.51,23.5,23.7,-0.2,-0.02,-0.03,Matches
3433,Harry Winks,ENG,MF,Sampdoria,Serie A,26,1996,20,1716,86,50.2,19.1,19,89,15,1,29,1,0.5,16,36,-20,-1.05,0.38,19.3,35.8,-16.5,-0.87,-0.04,Matches
3434,Frederik Winther,DEN,DF,Augsburg,Bundesliga,21,2001,1,90,90,2.9,1.0,1,90,1,0,0,7,0.0,2,3,-1,-1.0,-0.39,0.4,1.5,-1.0,-1.04,-0.35,Matches
3435,Florian Wirtz,GER,"FW,MF",Leverkusen,Bundesliga,19,2003,17,1090,64,35.6,12.1,11,82,5,6,31,0,1.53,22,15,7,0.58,0.53,20.0,12.2,7.8,0.64,0.61,Matches
3436,Przemysław Wiśniewski,POL,DF,Spezia,Serie A,24,1998,14,1003,72,29.3,11.1,11,90,11,3,4,5,0.73,9,20,-11,-0.99,-0.24,13.9,14.2,-0.3,-0.03,0.63,Matches
3437,Yoane Wissa,COD,FW,Brentford,Premier League,25,1996,38,1606,42,47.0,17.8,16,75,1,22,19,0,1.55,30,17,13,0.73,0.78,29.0,21.2,7.7,0.43,0.48,Matches
3438,Axel Witsel,BEL,"DF,MF",Atlético Madrid,La Liga,33,1989,33,2258,68,66.0,25.1,25,86,21,8,14,4,2.03,59,27,32,1.28,0.89,45.4,28.9,16.5,0.66,0.31,Matches
3439,Maximilian Wöber,AUT,DF,Leeds United,Premier League,24,1998,16,1266,79,37.0,14.1,14,85,12,2,41,1,0.63,15,23,-8,-0.57,0.35,15.2,23.5,-8.3,-0.59,-0.11,Matches
3440,Hannes Wolf,AUT,FW,M'Gladbach,Bundesliga,23,1999,18,449,25,14.7,5.0,4,66,0,14,13,8,1.39,8,13,-5,-1.0,-1.07,6.7,11.0,-4.2,-0.85,-0.95,Matches
3441,Marius Wolf,GER,DF,Dortmund,Bundesliga,27,1995,25,1570,63,51.3,17.4,17,82,11,8,21,2,2.32,48,20,28,1.61,0.94,37.5,20.9,16.6,0.95,0.26,Matches
3442,Nick Woltemade,GER,FW,Werder Bremen,Bundesliga,20,2002,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3443,Jeong Woo-yeong,KOR,"MF,FW",Freiburg,Bundesliga,22,1999,26,653,25,21.3,7.3,4,66,0,22,18,8,1.88,12,12,0,0.0,-0.26,11.2,12.7,-1.5,-0.21,-0.23,Matches
3444,Chris Wood,NZL,FW,Newcastle Utd,Premier League,30,1991,18,446,25,13.0,5.0,4,72,0,14,11,1,1.94,8,3,5,1.01,0.1,6.8,4.1,2.6,0.53,-0.37,Matches
3445,Chris Wood,NZL,FW,Nott'ham Forest,Premier League,30,1991,7,372,53,10.9,4.1,5,71,0,2,9,0,0.86,3,6,-3,-0.73,0.07,3.1,7.4,-4.3,-1.04,-0.43,Matches
3446,Christopher Wooh,CMR,DF,Rennes,Ligue 1,20,2001,13,1006,77,29.4,11.2,12,83,10,1,6,11,2.0,20,12,8,0.72,-0.1,16.1,13.9,2.2,0.2,-0.36,Matches
3447,Christopher Wooh,CMR,MF,Lens,Ligue 1,20,2001,1,4,4,0.1,0.0,0,0,0,1,4,4,3.0,0,0,0,0.0,-1.03,0.0,0.1,-0.1,-1.75,-2.37,Matches
3448,Joe Wormleighton,ENG,MF,Leicester City,Premier League,18,2003,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3449,Joe Worrall,ENG,DF,Nott'ham Forest,Premier League,25,1997,30,2224,74,65.0,24.7,21,89,20,9,40,8,1.1,26,44,-18,-0.73,0.17,26.6,43.6,-16.9,-0.69,-0.08,Matches
3450,James Wright,ENG,GK,Aston Villa,Premier League,17,2004,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
3451,Xeka,POR,MF,Rennes,Ligue 1,27,1994,8,552,69,16.1,6.1,6,85,4,2,23,0,2.38,11,6,5,0.82,0.03,9.2,6.8,2.3,0.38,-0.09,Matches
